Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32
OG0001441	2506672262	PEBOPBNB_00354	GNJGOIBN_03786	NHBDKAOG_00870	MCBBHCNB_04064	lcl|AMXB01000005.1_prot_ENO82436.1_731	BFLDHLJO_00038	CEKMHFBL_02765	BBLLADNB_02268
OG0001442	2506672263	PEBOPBNB_00353	GNJGOIBN_03785	NHBDKAOG_00871	MCBBHCNB_04063	lcl|AMXB01000005.1_prot_ENO82435.1_730	BFLDHLJO_00039	CEKMHFBL_02764	BBLLADNB_02267
OG0001443	2506672264	PEBOPBNB_00352	GNJGOIBN_03784	NHBDKAOG_00872	MCBBHCNB_04062	lcl|AMXB01000005.1_prot_ENO82434.1_729	BFLDHLJO_00040	CEKMHFBL_02763	BBLLADNB_02266
OG0001444	2506672265	PEBOPBNB_00351	GNJGOIBN_03783	NHBDKAOG_00873	MCBBHCNB_04061	lcl|AMXB01000005.1_prot_ENO82433.1_728	BFLDHLJO_00041	CEKMHFBL_02762	BBLLADNB_02265
OG0001445	2506672266	PEBOPBNB_00350	GNJGOIBN_03782	NHBDKAOG_00874	MCBBHCNB_04060	lcl|AMXB01000005.1_prot_ENO82432.1_727	BFLDHLJO_00042	CEKMHFBL_02761	BBLLADNB_02264
OG0001446	2506672267	PEBOPBNB_00349	GNJGOIBN_03781	NHBDKAOG_00875	MCBBHCNB_04059	lcl|AMXB01000005.1_prot_ENO82431.1_726	BFLDHLJO_00043	CEKMHFBL_02760	BBLLADNB_02263
OG0001447	2506672268	PEBOPBNB_00348	GNJGOIBN_03780	NHBDKAOG_00876	MCBBHCNB_04058	lcl|AMXB01000005.1_prot_ENO82430.1_725	BFLDHLJO_00044	CEKMHFBL_02759	BBLLADNB_02262
OG0001448	2506672270	PEBOPBNB_00346	GNJGOIBN_03778	NHBDKAOG_00878	MCBBHCNB_04056	lcl|AMXB01000005.1_prot_ENO82428.1_723	BFLDHLJO_00046	CEKMHFBL_02757	BBLLADNB_01424
OG0001449	2506672271	PEBOPBNB_00345	GNJGOIBN_03777	NHBDKAOG_00879	MCBBHCNB_04055	lcl|AMXB01000005.1_prot_ENO82427.1_722	BFLDHLJO_00047	CEKMHFBL_02756	BBLLADNB_01425
OG0001450	2506672272	PEBOPBNB_00344	GNJGOIBN_03776	NHBDKAOG_00880	MCBBHCNB_04054	lcl|AMXB01000005.1_prot_ENO82426.1_721	BFLDHLJO_00048	CEKMHFBL_02755	BBLLADNB_01426
OG0001451	2506672273	PEBOPBNB_00343	GNJGOIBN_03775	NHBDKAOG_00881	MCBBHCNB_04053	lcl|AMXB01000005.1_prot_ENO82425.1_720	BFLDHLJO_00049	CEKMHFBL_02754	BBLLADNB_01427
OG0001452	2506672278	PEBOPBNB_03513	GNJGOIBN_03079	NHBDKAOG_01405	MCBBHCNB_03354	lcl|AMXB01000010.1_prot_ENO81712.1_1480	BFLDHLJO_01969	CEKMHFBL_02414	BBLLADNB_01639
OG0001453	2506672279	PEBOPBNB_03512	GNJGOIBN_03078	NHBDKAOG_01406	MCBBHCNB_03353	lcl|AMXB01000010.1_prot_ENO81713.1_1481	BFLDHLJO_01968	CEKMHFBL_02415	BBLLADNB_01640
OG0001454	2506672280	PEBOPBNB_03511	GNJGOIBN_03077	NHBDKAOG_01407	MCBBHCNB_03352	lcl|AMXB01000010.1_prot_ENO81714.1_1482	BFLDHLJO_01967	CEKMHFBL_02416	BBLLADNB_01641
OG0001455	2506672282	PEBOPBNB_03509	GNJGOIBN_03075	NHBDKAOG_01409	MCBBHCNB_03350	lcl|AMXB01000010.1_prot_ENO81715.1_1483	BFLDHLJO_01965	CEKMHFBL_02418	BBLLADNB_01643
OG0001456	2506672283	PEBOPBNB_03507	GNJGOIBN_03073	NHBDKAOG_00445	MCBBHCNB_03348	lcl|AMXB01000010.1_prot_ENO81716.1_1484	BFLDHLJO_01963	CEKMHFBL_02420	BBLLADNB_01645
OG0001457	2506672308	PEBOPBNB_00709	GNJGOIBN_00269	NHBDKAOG_04546	MCBBHCNB_00538	lcl|AMXB01000008.1_prot_ENO81898.1_1126	BFLDHLJO_03159	CEKMHFBL_01943	BBLLADNB_01142
OG0001458	2506672314	PEBOPBNB_01100	GNJGOIBN_00440	NHBDKAOG_03893	MCBBHCNB_00717	lcl|AMXB01000010.1_prot_ENO81724.1_1492	BFLDHLJO_01507	CEKMHFBL_02621	BBLLADNB_01871
OG0001459	2506672315	PEBOPBNB_01099	GNJGOIBN_00441	NHBDKAOG_03892	MCBBHCNB_00718	lcl|AMXB01000034.1_prot_ENO77037.1_3272	BFLDHLJO_01506	CEKMHFBL_02620	BBLLADNB_01713
OG0001460	2506672327	PEBOPBNB_01030	GNJGOIBN_02186	NHBDKAOG_01659	MCBBHCNB_02490	lcl|AMXB01000008.1_prot_ENO81916.1_1144	BFLDHLJO_03846	CEKMHFBL_03730	BBLLADNB_02862
OG0001461	2506672328	PEBOPBNB_01031	GNJGOIBN_02185	NHBDKAOG_01658	MCBBHCNB_02489	lcl|AMXB01000008.1_prot_ENO81915.1_1143	BFLDHLJO_03845	CEKMHFBL_03731	BBLLADNB_03265
OG0001462	2506672332	PEBOPBNB_00676	GNJGOIBN_00566	NHBDKAOG_03265	MCBBHCNB_00838	lcl|AMXB01000004.1_prot_ENO82624.1_583	BFLDHLJO_03102	CEKMHFBL_01434	BBLLADNB_00736
OG0001463	2506672333	PEBOPBNB_00677	GNJGOIBN_00567	NHBDKAOG_03266	MCBBHCNB_00839	lcl|AMXB01000004.1_prot_ENO82625.1_584	BFLDHLJO_03103	CEKMHFBL_01433	BBLLADNB_00737
OG0001464	2506672360	PEBOPBNB_01551	GNJGOIBN_03849	NHBDKAOG_00815	MCBBHCNB_04126	lcl|AMXB01000052.1_prot_ENO75509.1_3900	BFLDHLJO_03487	CEKMHFBL_00053	BBLLADNB_02632
OG0001465	2506672361	PEBOPBNB_01552	GNJGOIBN_03848	NHBDKAOG_00816	MCBBHCNB_04125	lcl|AMXB01000052.1_prot_ENO75510.1_3901	BFLDHLJO_03488	CEKMHFBL_00054	BBLLADNB_02633
OG0001466	2506672364	PEBOPBNB_01555	GNJGOIBN_03845	NHBDKAOG_00819	MCBBHCNB_04122	lcl|AMXB01000052.1_prot_ENO75513.1_3904	BFLDHLJO_03491	CEKMHFBL_00057	BBLLADNB_02636
OG0001467	2506672365	PEBOPBNB_01556	GNJGOIBN_03844	NHBDKAOG_00820	MCBBHCNB_04121	lcl|AMXB01000042.1_prot_ENO76232.1_3649	BFLDHLJO_03492	CEKMHFBL_00058	BBLLADNB_02637
OG0001468	2506672366	PEBOPBNB_01557	GNJGOIBN_03843	NHBDKAOG_00821	MCBBHCNB_04120	lcl|AMXB01000042.1_prot_ENO76231.1_3648	BFLDHLJO_03493	CEKMHFBL_00059	BBLLADNB_02638
OG0001469	2506672367	PEBOPBNB_01558	GNJGOIBN_03842	NHBDKAOG_00822	MCBBHCNB_04119	lcl|AMXB01000042.1_prot_ENO76230.1_3647	BFLDHLJO_03494	CEKMHFBL_00060	BBLLADNB_03680
OG0001470	2506672368	PEBOPBNB_01559	GNJGOIBN_03841	NHBDKAOG_00823	MCBBHCNB_04118	lcl|AMXB01000042.1_prot_ENO76229.1_3646	BFLDHLJO_03495	CEKMHFBL_00061	BBLLADNB_03681
OG0001471	2506672369	PEBOPBNB_01560	GNJGOIBN_03840	NHBDKAOG_00824	MCBBHCNB_04117	lcl|AMXB01000042.1_prot_ENO76228.1_3645	BFLDHLJO_03496	CEKMHFBL_00062	BBLLADNB_03682
OG0001472	2506672372	PEBOPBNB_01563	GNJGOIBN_03837	NHBDKAOG_02741	MCBBHCNB_04114	lcl|AMXB01000042.1_prot_ENO76219.1_3636	BFLDHLJO_03499	CEKMHFBL_00065	BBLLADNB_01263
OG0001473	2506672373	PEBOPBNB_01564	GNJGOIBN_03836	NHBDKAOG_02740	MCBBHCNB_04113	lcl|AMXB01000042.1_prot_ENO76218.1_3635	BFLDHLJO_03500	CEKMHFBL_00066	BBLLADNB_01262
OG0001474	2506672374	PEBOPBNB_01565	GNJGOIBN_03835	NHBDKAOG_02739	MCBBHCNB_04112	lcl|AMXB01000042.1_prot_ENO76217.1_3634	BFLDHLJO_03501	CEKMHFBL_00067	BBLLADNB_01261
OG0001475	2506672375	PEBOPBNB_01566	GNJGOIBN_03834	NHBDKAOG_03319	MCBBHCNB_04111	lcl|AMXB01000042.1_prot_ENO76216.1_3633	BFLDHLJO_03502	CEKMHFBL_00068	BBLLADNB_01260
OG0001476	2506672376	PEBOPBNB_01567	GNJGOIBN_03833	NHBDKAOG_03320	MCBBHCNB_04110	lcl|AMXB01000042.1_prot_ENO76215.1_3632	BFLDHLJO_03503	CEKMHFBL_00069	BBLLADNB_01259
OG0001477	2506672377	PEBOPBNB_01568	GNJGOIBN_03832	NHBDKAOG_03321	MCBBHCNB_04109	lcl|AMXB01000042.1_prot_ENO76214.1_3631	BFLDHLJO_03504	CEKMHFBL_00070	BBLLADNB_01258
OG0001478	2506672378	PEBOPBNB_01569	GNJGOIBN_03831	NHBDKAOG_03322	MCBBHCNB_04108	lcl|AMXB01000042.1_prot_ENO76213.1_3630	BFLDHLJO_03505	CEKMHFBL_00071	BBLLADNB_01257
OG0001479	2506672379	PEBOPBNB_01570	GNJGOIBN_03830	NHBDKAOG_03323	MCBBHCNB_04107	lcl|AMXB01000042.1_prot_ENO76212.1_3629	BFLDHLJO_03506	CEKMHFBL_00072	BBLLADNB_01256
OG0001480	2506672380	PEBOPBNB_01571	GNJGOIBN_03829	NHBDKAOG_03324	MCBBHCNB_04106	lcl|AMXB01000042.1_prot_ENO76211.1_3628	BFLDHLJO_03507	CEKMHFBL_00073	BBLLADNB_01255
OG0001481	2506672381	PEBOPBNB_01572	GNJGOIBN_03828	NHBDKAOG_03325	MCBBHCNB_04105	lcl|AMXB01000042.1_prot_ENO76210.1_3627	BFLDHLJO_03508	CEKMHFBL_00074	BBLLADNB_01254
OG0001482	2506672382	PEBOPBNB_01573	GNJGOIBN_03827	NHBDKAOG_03326	MCBBHCNB_04104	lcl|AMXB01000042.1_prot_ENO76209.1_3626	BFLDHLJO_03509	CEKMHFBL_00075	BBLLADNB_01253
OG0001483	2506672383	PEBOPBNB_01574	GNJGOIBN_03826	NHBDKAOG_03327	MCBBHCNB_04103	lcl|AMXB01000042.1_prot_ENO76208.1_3625	BFLDHLJO_03510	CEKMHFBL_00076	BBLLADNB_01252
OG0001484	2506672384	PEBOPBNB_01575	GNJGOIBN_03825	NHBDKAOG_03328	MCBBHCNB_04102	lcl|AMXB01000042.1_prot_ENO76207.1_3624	BFLDHLJO_03511	CEKMHFBL_00077	BBLLADNB_01251
OG0001485	2506672385	PEBOPBNB_01576	GNJGOIBN_03824	NHBDKAOG_03329	MCBBHCNB_04101	lcl|AMXB01000042.1_prot_ENO76206.1_3623	BFLDHLJO_03512	CEKMHFBL_00078	BBLLADNB_01250
OG0001486	2506672386	PEBOPBNB_01578	GNJGOIBN_03822	NHBDKAOG_00835	MCBBHCNB_04099	lcl|AMXB01000042.1_prot_ENO76204.1_3621	BFLDHLJO_03514	CEKMHFBL_02312	BBLLADNB_01248
OG0001487	2506672387	PEBOPBNB_01579	GNJGOIBN_03821	NHBDKAOG_00836	MCBBHCNB_04098	lcl|AMXB01000042.1_prot_ENO76203.1_3620	BFLDHLJO_03515	CEKMHFBL_02313	BBLLADNB_01247
OG0001488	2506672388	PEBOPBNB_01580	GNJGOIBN_03820	NHBDKAOG_00837	MCBBHCNB_04097	lcl|AMXB01000042.1_prot_ENO76202.1_3619	BFLDHLJO_03516	CEKMHFBL_02314	BBLLADNB_01246
OG0001489	2506672389	PEBOPBNB_01582	GNJGOIBN_03818	NHBDKAOG_00839	MCBBHCNB_04095	lcl|AMXB01000042.1_prot_ENO76200.1_3617	BFLDHLJO_02003	CEKMHFBL_02316	BBLLADNB_01244
OG0001490	2506672390	PEBOPBNB_01583	GNJGOIBN_03817	NHBDKAOG_00840	MCBBHCNB_04094	lcl|AMXB01000042.1_prot_ENO76199.1_3616	BFLDHLJO_02002	CEKMHFBL_02317	BBLLADNB_01243
OG0001491	2506672391	PEBOPBNB_01584	GNJGOIBN_03816	NHBDKAOG_00841	MCBBHCNB_04093	lcl|AMXB01000042.1_prot_ENO76198.1_3615	BFLDHLJO_02001	CEKMHFBL_02318	BBLLADNB_01242
OG0001492	2506672392	PEBOPBNB_01590	GNJGOIBN_03815	NHBDKAOG_00842	MCBBHCNB_04092	lcl|AMXB01000042.1_prot_ENO76197.1_3614	BFLDHLJO_02000	CEKMHFBL_02319	BBLLADNB_01241
OG0001493	2506672394	PEBOPBNB_01592	GNJGOIBN_03813	NHBDKAOG_00844	MCBBHCNB_04090	lcl|AMXB01000042.1_prot_ENO76195.1_3612	BFLDHLJO_01998	CEKMHFBL_02321	BBLLADNB_01239
OG0001494	2506672395	PEBOPBNB_01593	GNJGOIBN_03812	NHBDKAOG_00845	MCBBHCNB_04089	lcl|AMXB01000015.1_prot_ENO80967.1_1939	BFLDHLJO_01997	CEKMHFBL_02322	BBLLADNB_01238
OG0001495	2506672396	PEBOPBNB_01594	GNJGOIBN_03811	NHBDKAOG_00846	MCBBHCNB_04088	lcl|AMXB01000015.1_prot_ENO80968.1_1940	BFLDHLJO_01996	CEKMHFBL_02323	BBLLADNB_01237
OG0001496	2506672397	PEBOPBNB_01595	GNJGOIBN_03809	NHBDKAOG_00847	MCBBHCNB_04087	lcl|AMXB01000015.1_prot_ENO80969.1_1941	BFLDHLJO_01995	CEKMHFBL_02324	BBLLADNB_01236
OG0001497	2506672398	PEBOPBNB_01596	GNJGOIBN_03808	NHBDKAOG_00848	MCBBHCNB_04086	lcl|AMXB01000015.1_prot_ENO80970.1_1942	BFLDHLJO_01993	CEKMHFBL_02325	BBLLADNB_03754
OG0001498	2506672399	PEBOPBNB_01597	GNJGOIBN_03807	NHBDKAOG_00849	MCBBHCNB_04085	lcl|AMXB01000015.1_prot_ENO80971.1_1943	BFLDHLJO_01992	CEKMHFBL_02326	BBLLADNB_03753
OG0001499	2506672400	PEBOPBNB_01598	GNJGOIBN_03806	NHBDKAOG_00850	MCBBHCNB_04084	lcl|AMXB01000015.1_prot_ENO80972.1_1944	BFLDHLJO_01991	CEKMHFBL_02327	BBLLADNB_03752
OG0001500	2506672402	PEBOPBNB_01657	GNJGOIBN_00909	NHBDKAOG_01977	MCBBHCNB_01183	lcl|AMXB01000015.1_prot_ENO81038.1_2010	BFLDHLJO_02267	CEKMHFBL_02139	BBLLADNB_01918
OG0001501	2506672403	PEBOPBNB_01658	GNJGOIBN_01348	NHBDKAOG_00829	MCBBHCNB_01616	lcl|AMXB01000015.1_prot_ENO81039.1_2011	BFLDHLJO_02268	CEKMHFBL_02127	BBLLADNB_01919
OG0001502	2506672405	PEBOPBNB_01660	GNJGOIBN_01350	NHBDKAOG_00831	MCBBHCNB_01618	lcl|AMXB01000015.1_prot_ENO81041.1_2013	BFLDHLJO_02270	CEKMHFBL_02125	BBLLADNB_01921
OG0001503	2506672406	PEBOPBNB_01661	GNJGOIBN_01351	NHBDKAOG_00832	MCBBHCNB_01619	lcl|AMXB01000015.1_prot_ENO81042.1_2014	BFLDHLJO_02271	CEKMHFBL_02124	BBLLADNB_01922
OG0001504	2506672407	PEBOPBNB_01662	GNJGOIBN_01352	NHBDKAOG_00833	MCBBHCNB_01620	lcl|AMXB01000015.1_prot_ENO81043.1_2015	BFLDHLJO_02272	CEKMHFBL_02123	BBLLADNB_01923
OG0001505	2506672419, 2506672698	PEBOPBNB_01603	GNJGOIBN_01067	NHBDKAOG_03800	MCBBHCNB_01345		BFLDHLJO_02394	CEKMHFBL_02379	BBLLADNB_01959
OG0001506	2506672424	PEBOPBNB_00814	GNJGOIBN_00204	NHBDKAOG_04072	MCBBHCNB_00466	lcl|AMXB01000005.1_prot_ENO82492.1_787	BFLDHLJO_01904	CEKMHFBL_02617	BBLLADNB_03643
OG0001507	2506672446	PEBOPBNB_01482	GNJGOIBN_02967	NHBDKAOG_01516	MCBBHCNB_03237	lcl|AMXB01000052.1_prot_ENO75495.1_3886	BFLDHLJO_02129	CEKMHFBL_03794	BBLLADNB_02481
OG0001508	2506672449	PEBOPBNB_01481	GNJGOIBN_02968	NHBDKAOG_01515	MCBBHCNB_03238	lcl|AMXB01000052.1_prot_ENO75496.1_3887	BFLDHLJO_02128	CEKMHFBL_03793	BBLLADNB_02480
OG0001509	2506672450	PEBOPBNB_01480	GNJGOIBN_02969	NHBDKAOG_01514	MCBBHCNB_03239	lcl|AMXB01000052.1_prot_ENO75497.1_3888	BFLDHLJO_02127	CEKMHFBL_03792	BBLLADNB_02479
OG0001510	2506672451	PEBOPBNB_01479	GNJGOIBN_02970	NHBDKAOG_01513	MCBBHCNB_03240	lcl|AMXB01000052.1_prot_ENO75498.1_3889	BFLDHLJO_02126	CEKMHFBL_03791	BBLLADNB_02478
OG0001511	2506672454	PEBOPBNB_01476	GNJGOIBN_02973	NHBDKAOG_01510	MCBBHCNB_03243	lcl|AMXB01000052.1_prot_ENO75501.1_3892	BFLDHLJO_02123	CEKMHFBL_03788	BBLLADNB_02097
OG0001512	2506672455	PEBOPBNB_01475	GNJGOIBN_02974	NHBDKAOG_01509	MCBBHCNB_03244	lcl|AMXB01000001.1_prot_ENO83253.1_126	BFLDHLJO_02122	CEKMHFBL_03787	BBLLADNB_02098
OG0001513	2506672460	PEBOPBNB_02096	GNJGOIBN_01933	NHBDKAOG_03607	MCBBHCNB_02246		BFLDHLJO_02311	CEKMHFBL_01723	BBLLADNB_00399, BBLLADNB_01861
OG0001514	2506672466	PEBOPBNB_00414, PEBOPBNB_02541		NHBDKAOG_03137		lcl|AMXB01000044.1_prot_ENO76074.1_3677	BFLDHLJO_01069	CEKMHFBL_01554	BBLLADNB_02360, BBLLADNB_03457
OG0001515	2506672473	PEBOPBNB_03169	GNJGOIBN_01884	NHBDKAOG_00461, NHBDKAOG_04819	MCBBHCNB_02196	lcl|AMXB01000001.1_prot_ENO83254.1_127	BFLDHLJO_01701		BBLLADNB_00980
OG0001516	2506672475	PEBOPBNB_03171	GNJGOIBN_01882	NHBDKAOG_00459	MCBBHCNB_02194	lcl|AMXB01000001.1_prot_ENO83256.1_129	BFLDHLJO_01699		BBLLADNB_00978, BBLLADNB_03669
OG0001517	2506672476	PEBOPBNB_03172	GNJGOIBN_01880, GNJGOIBN_01881	NHBDKAOG_00458	MCBBHCNB_02193	lcl|AMXB01000001.1_prot_ENO83257.1_130	BFLDHLJO_01698		BBLLADNB_03531
OG0001518	2506672482	PEBOPBNB_03177	GNJGOIBN_01875	NHBDKAOG_00453	MCBBHCNB_02188	lcl|AMXB01000039.1_prot_ENO76453.1_3529	BFLDHLJO_01692	CEKMHFBL_01537	BBLLADNB_03203
OG0001519	2506672483	PEBOPBNB_00178	GNJGOIBN_01045	NHBDKAOG_03637	MCBBHCNB_01323	lcl|AMXB01000007.1_prot_ENO82171.1_1090	BFLDHLJO_03542	CEKMHFBL_01628	BBLLADNB_00507
OG0001520	2506672486	PEBOPBNB_00175	GNJGOIBN_01048	NHBDKAOG_03640	MCBBHCNB_01326	lcl|AMXB01000007.1_prot_ENO82168.1_1087	BFLDHLJO_03545	CEKMHFBL_01631	BBLLADNB_00510
OG0001521	2506672487	PEBOPBNB_00174	GNJGOIBN_01049	NHBDKAOG_03641	MCBBHCNB_01327	lcl|AMXB01000007.1_prot_ENO82167.1_1086	BFLDHLJO_03546	CEKMHFBL_01632	BBLLADNB_00511
OG0001522	2506672488	PEBOPBNB_02756	GNJGOIBN_02312	NHBDKAOG_02087	MCBBHCNB_02615	lcl|AMXB01000007.1_prot_ENO82163.1_1082	BFLDHLJO_02547	CEKMHFBL_01184	BBLLADNB_03039
OG0001523	2506672492	PEBOPBNB_01258	GNJGOIBN_00879	NHBDKAOG_03351, NHBDKAOG_03352	MCBBHCNB_01149		BFLDHLJO_04150	CEKMHFBL_01928	BBLLADNB_03835
OG0001524	2506672493	PEBOPBNB_00086	GNJGOIBN_03090	NHBDKAOG_00963	MCBBHCNB_03365	lcl|AMXB01000002.1_prot_ENO82922.1_182	BFLDHLJO_02224	CEKMHFBL_02235	BBLLADNB_02920
OG0001525	2506672494	PEBOPBNB_00087	GNJGOIBN_01455	NHBDKAOG_03812	MCBBHCNB_01762		BFLDHLJO_02223	CEKMHFBL_02236, CEKMHFBL_03201	BBLLADNB_02919
OG0001526	2506672496	PEBOPBNB_01677	GNJGOIBN_01365	NHBDKAOG_02939	MCBBHCNB_01632	lcl|AMXB01000002.1_prot_ENO82924.1_184	BFLDHLJO_02286	CEKMHFBL_00689	BBLLADNB_03198
OG0001527	2506672497	PEBOPBNB_01676	GNJGOIBN_01364	NHBDKAOG_02940	MCBBHCNB_01631	lcl|AMXB01000002.1_prot_ENO82925.1_185	BFLDHLJO_02285	CEKMHFBL_00690	BBLLADNB_03199
OG0001528	2506672498	PEBOPBNB_02877	GNJGOIBN_02060	NHBDKAOG_02413	MCBBHCNB_02365	lcl|AMXB01000045.1_prot_ENO75998.1_3717	BFLDHLJO_00430	CEKMHFBL_01098	BBLLADNB_01049
OG0001529	2506672499	PEBOPBNB_02878	GNJGOIBN_02059	NHBDKAOG_02414	MCBBHCNB_02364	lcl|AMXB01000045.1_prot_ENO75997.1_3716	BFLDHLJO_00429	CEKMHFBL_01097	BBLLADNB_01050
OG0001530	2506672504	PEBOPBNB_02573	GNJGOIBN_02434	NHBDKAOG_01960	MCBBHCNB_02724	lcl|AMXB01000039.1_prot_ENO76459.1_3535	BFLDHLJO_00577	CEKMHFBL_00451	BBLLADNB_02607
OG0001531	2506672514	PEBOPBNB_01604	GNJGOIBN_01068	NHBDKAOG_03799	MCBBHCNB_01346	lcl|AMXB01000032.1_prot_ENO77266.1_3200	BFLDHLJO_02395	CEKMHFBL_02380	BBLLADNB_01960
OG0001532	2506672516	PEBOPBNB_02078	GNJGOIBN_02796	NHBDKAOG_04463	MCBBHCNB_03063	lcl|AMXB01000034.1_prot_ENO77066.1_3301	BFLDHLJO_02763	CEKMHFBL_01432	BBLLADNB_01727
OG0001533	2506672525, 2506672526	PEBOPBNB_02082	GNJGOIBN_02793	NHBDKAOG_04461	MCBBHCNB_03060	lcl|AMXB01000034.1_prot_ENO77068.1_3303	BFLDHLJO_02760	CEKMHFBL_01429	
OG0001534	2506672527	PEBOPBNB_03291	GNJGOIBN_02789	NHBDKAOG_03410	MCBBHCNB_03056	lcl|AMXB01000032.1_prot_ENO77275.1_3209	BFLDHLJO_02953	CEKMHFBL_01957	BBLLADNB_00817
OG0001535	2506672529	PEBOPBNB_00941	GNJGOIBN_00308	NHBDKAOG_03983	MCBBHCNB_00577	lcl|AMXB01000036.1_prot_ENO76810.1_3381	BFLDHLJO_01954	CEKMHFBL_02238	BBLLADNB_00772
OG0001536	2506672530	PEBOPBNB_00940	GNJGOIBN_00307	NHBDKAOG_03984	MCBBHCNB_00576	lcl|AMXB01000036.1_prot_ENO76809.1_3380	BFLDHLJO_01955	CEKMHFBL_02239	BBLLADNB_00771
OG0001537	2506672532	PEBOPBNB_00938	GNJGOIBN_00305	NHBDKAOG_03986	MCBBHCNB_00574	lcl|AMXB01000036.1_prot_ENO76807.1_3378	BFLDHLJO_01957, BFLDHLJO_03809	CEKMHFBL_02241	
OG0001538	2506672535	PEBOPBNB_00931	GNJGOIBN_00302	NHBDKAOG_03989	MCBBHCNB_00571	lcl|AMXB01000036.1_prot_ENO76804.1_3375	BFLDHLJO_03806	CEKMHFBL_02244	BBLLADNB_03870
OG0001539	2506672536	PEBOPBNB_00930	GNJGOIBN_00301	NHBDKAOG_03990	MCBBHCNB_00570	lcl|AMXB01000036.1_prot_ENO76803.1_3374	BFLDHLJO_03805	CEKMHFBL_02245	BBLLADNB_03869
OG0001540	2506672540	PEBOPBNB_02292	GNJGOIBN_02920	NHBDKAOG_01540	MCBBHCNB_03190	lcl|AMXB01000002.1_prot_ENO82959.1_219	BFLDHLJO_02109	CEKMHFBL_03658	BBLLADNB_00260
OG0001541	2506672542	PEBOPBNB_02293	GNJGOIBN_02919	NHBDKAOG_01541	MCBBHCNB_03189	lcl|AMXB01000002.1_prot_ENO82957.1_217	BFLDHLJO_02111	CEKMHFBL_03657	BBLLADNB_00259
OG0001542	2506672543	PEBOPBNB_02294	GNJGOIBN_02918	NHBDKAOG_01542	MCBBHCNB_03188	lcl|AMXB01000002.1_prot_ENO82956.1_216	BFLDHLJO_02112	CEKMHFBL_03656	BBLLADNB_00258
OG0001543	2506672546	PEBOPBNB_00485	GNJGOIBN_04137	NHBDKAOG_01636, NHBDKAOG_03916	MCBBHCNB_04425	lcl|AMXB01000032.1_prot_ENO77260.1_3194	BFLDHLJO_01055	CEKMHFBL_02646	
OG0001544	2506672547	PEBOPBNB_01401	GNJGOIBN_01142	NHBDKAOG_02925	MCBBHCNB_01402	lcl|AMXB01000007.1_prot_ENO82138.1_1057	BFLDHLJO_00283	CEKMHFBL_01468	BBLLADNB_01008
OG0001545	2506672548	PEBOPBNB_01621	GNJGOIBN_01821	NHBDKAOG_03421	MCBBHCNB_02132	lcl|AMXB01000010.1_prot_ENO81707.1_1475	BFLDHLJO_03367	CEKMHFBL_01322	BBLLADNB_03473
OG0001546	2506672550	PEBOPBNB_02296	GNJGOIBN_02916	NHBDKAOG_01544	MCBBHCNB_03186	lcl|AMXB01000002.1_prot_ENO82954.1_214	BFLDHLJO_03401	CEKMHFBL_03654	BBLLADNB_00256
OG0001547	2506672551	PEBOPBNB_02297	GNJGOIBN_02915	NHBDKAOG_01545	MCBBHCNB_03185	lcl|AMXB01000002.1_prot_ENO82953.1_213	BFLDHLJO_03402	CEKMHFBL_03653	BBLLADNB_00255
OG0001548	2506672554	PEBOPBNB_02300	GNJGOIBN_02912	NHBDKAOG_01547	MCBBHCNB_03182	lcl|AMXB01000002.1_prot_ENO82950.1_210	BFLDHLJO_03405	CEKMHFBL_03650	BBLLADNB_00252
OG0001549	2506672556	PEBOPBNB_02302	GNJGOIBN_02910	NHBDKAOG_01549	MCBBHCNB_03180		BFLDHLJO_03407	CEKMHFBL_03648	BBLLADNB_00250, BBLLADNB_00296
OG0001550	2506672558	PEBOPBNB_02304	GNJGOIBN_02908	NHBDKAOG_01551	MCBBHCNB_03178	lcl|AMXB01000002.1_prot_ENO82945.1_205	BFLDHLJO_03409	CEKMHFBL_03646	BBLLADNB_00298
OG0001551	2506672559	PEBOPBNB_02677	GNJGOIBN_02276	NHBDKAOG_04019	MCBBHCNB_02576	lcl|AMXB01000010.1_prot_ENO81617.1_1385	BFLDHLJO_01635	CEKMHFBL_02851	BBLLADNB_02834
OG0001552	2506672562	PEBOPBNB_02680	GNJGOIBN_02273	NHBDKAOG_02123	MCBBHCNB_02573	lcl|AMXB01000005.1_prot_ENO82421.1_716	BFLDHLJO_01638	CEKMHFBL_02848	BBLLADNB_03689
OG0001553	2506672563	PEBOPBNB_02681	GNJGOIBN_02272	NHBDKAOG_02124	MCBBHCNB_02572	lcl|AMXB01000005.1_prot_ENO82420.1_715	BFLDHLJO_01639	CEKMHFBL_02847	BBLLADNB_03690
OG0001554	2506672565	PEBOPBNB_02683	GNJGOIBN_02270	NHBDKAOG_02126	MCBBHCNB_02570	lcl|AMXB01000005.1_prot_ENO82418.1_713	BFLDHLJO_01641	CEKMHFBL_02845	BBLLADNB_03734
OG0001555	2506672566	PEBOPBNB_02684	GNJGOIBN_02269	NHBDKAOG_02127	MCBBHCNB_02569	lcl|AMXB01000005.1_prot_ENO82417.1_712	BFLDHLJO_01642	CEKMHFBL_02844	BBLLADNB_03735
